x,y,z,nx,ny,nz
-7.129299640655517578e-02,7.482010126113891602e-01,2.783700078725814819e-02,-1.800000063667539507e-05,5.734600126743316650e-02,9.983540177345275879e-01
-5.320199951529502869e-02,-4.055030047893524170e-01,2.748800069093704224e-02,-1.469999988330528140e-04,1.999999994950485416e-06,1.000000000000000000e+00
-6.886510252952575684e-01,-3.715899959206581116e-02,-1.319700013846158981e-02,2.928690016269683838e-01,-9.561499953269958496e-01,-2.157999901100993156e-03
7.816000282764434814e-02,-5.036799982190132141e-02,-1.710930019617080688e-01,5.009790062904357910e-01,0.000000000000000000e+00,-8.654599785804748535e-01
-3.553160130977630615e-01,3.291310071945190430e-01,1.673300005495548248e-02,-4.721359908580780029e-01,8.815259933471679688e-01,-1.659999979892745614e-04
2.702400088310241699e-02,2.249400019645690918e-01,4.335499927401542664e-02,0.000000000000000000e+00,-7.080700248479843140e-02,9.974899888038635254e-01
-2.528999932110309601e-03,4.440169930458068848e-01,-1.687290072441101074e-01,0.000000000000000000e+00,1.078900042921304703e-02,-9.999420046806335449e-01
1.839549988508224487e-01,-6.010509729385375977e-01,3.026899993419647217e-01,5.530260205268859863e-01,8.331639766693115234e-01,0.000000000000000000e+00
-1.206689998507499695e-01,-6.110879778861999512e-01,3.075740039348602295e-01,-0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00
5.964369773864746094e-01,2.013179957866668701e-01,-2.686399966478347778e-02,4.880079925060272217e-01,8.728389739990234375e-01,-2.349999995203688741e-04
7.903900146484375000e-01,9.288600087165832520e-02,-3.996599838137626648e-02,4.879580140113830566e-01,8.728669881820678711e-01,-3.549999964889138937e-04
-5.276700109243392944e-02,8.197680115699768066e-01,-1.660259962081909180e-01,-7.725880146026611328e-01,2.400000084890052676e-05,-6.349070072174072266e-01
1.040169969201087952e-01,-2.119809985160827637e-01,1.491300016641616821e-02,9.928249716758728027e-01,-1.195740029215812683e-01,6.610000273212790489e-04
2.758000046014785767e-02,-5.962120294570922852e-01,1.018979996442794800e-01,9.898890256881713867e-01,3.000000106112565845e-06,1.418450027704238892e-01
5.287000164389610291e-02,5.917260050773620605e-01,2.627100050449371338e-02,2.525899931788444519e-02,0.000000000000000000e+00,9.996809959411621094e-01
5.486699938774108887e-02,2.903999947011470795e-02,2.622099965810775757e-02,2.525799907743930817e-02,0.000000000000000000e+00,9.996809959411621094e-01
2.336529940366744995e-01,2.391590029001235962e-01,-1.113099977374076843e-02,-3.124899975955486298e-02,-0.000000000000000000e+00,-9.995120167732238770e-01
-7.433299720287322998e-02,5.860099941492080688e-02,-1.339990049600601196e-01,-9.486119747161865234e-01,-0.000000000000000000e+00,-3.164409995079040527e-01
-6.849809885025024414e-01,1.525640040636062622e-01,-1.850599981844425201e-02,-4.721469879150390625e-01,8.815199732780456543e-01,9.600000339560210705e-05
-8.119100332260131836e-02,2.930920124053955078e-01,-9.870599955320358276e-02,-9.987829923629760742e-01,0.000000000000000000e+00,4.931100085377693176e-02
-7.508700340986251831e-02,6.112499833106994629e-01,-1.260289996862411499e-01,-1.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00
4.402090013027191162e-01,9.152899682521820068e-02,6.585999857634305954e-03,7.600899785757064819e-02,0.000000000000000000e+00,9.971070289611816406e-01
-7.966800034046173096e-02,-2.581160068511962891e-01,-1.180040016770362854e-01,-9.486119747161865234e-01,0.000000000000000000e+00,-3.164409995079040527e-01
-3.550900146365165710e-02,-4.436370134353637695e-01,-1.436409950256347656e-01,0.000000000000000000e+00,-1.917379945516586304e-01,-9.814460277557373047e-01
-1.060070022940635681e-01,-5.681509971618652344e-01,-7.457999978214502335e-03,4.362999927252531052e-03,0.000000000000000000e+00,-9.999899864196777344e-01
-3.376869857311248779e-01,4.445600137114524841e-02,4.987000022083520889e-03,9.999999974752427079e-07,-2.407259941101074219e-01,9.705929756164550781e-01
7.361000031232833862e-02,8.413000106811523438e-01,2.011599950492382050e-02,0.000000000000000000e+00,1.092400029301643372e-01,9.940149784088134766e-01
9.661699831485748291e-02,-4.574899971485137939e-01,-3.354100137948989868e-02,1.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
1.346320062875747681e-01,-6.825079917907714844e-01,7.660999894142150879e-03,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
3.663099929690361023e-02,-6.636440157890319824e-01,3.075740039348602295e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.066640019416809082e-01,3.296470046043395996e-01,-1.279910057783126831e-01,9.486730098724365234e-01,0.000000000000000000e+00,-3.162580132484436035e-01
7.965859770774841309e-01,-6.466100364923477173e-02,-3.236800059676170349e-02,1.265809983015060425e-01,0.000000000000000000e+00,9.919559955596923828e-01
6.403000093996524811e-03,3.806340098381042480e-01,4.422799870371818542e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.162519976496696472e-01,3.042200021445751190e-02,1.599299907684326172e-02,-9.901980161666870117e-01,-1.396680027246475220e-01,-9.200000204145908356e-05
-2.000740021467208862e-01,3.179390132427215576e-01,-8.143999613821506500e-03,8.995000272989273071e-03,0.000000000000000000e+00,-9.999600052833557129e-01
1.000590026378631592e-01,5.277959704399108887e-01,-9.998799860477447510e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.077189922332763672e-01,6.533599644899368286e-02,-2.591500058770179749e-02,4.600900039076805115e-02,0.000000000000000000e+00,-9.989410042762756348e-01
-5.475689768791198730e-01,6.054999772459268570e-03,4.879000131040811539e-03,2.928490042686462402e-01,-9.561589956283569336e-01,-1.809999957913532853e-04
6.887900084257125854e-02,8.973050117492675781e-01,-1.561439931392669678e-01,0.000000000000000000e+00,3.862990140914916992e-01,-9.223740100860595703e-01
1.110439971089363098e-01,9.265600144863128662e-02,-8.909499645233154297e-02,9.987930059432983398e-01,0.000000000000000000e+00,4.910700023174285889e-02
-3.332090079784393311e-01,1.885090023279190063e-01,2.256700024008750916e-02,-5.093099921941757202e-02,0.000000000000000000e+00,9.987019896507263184e-01
-3.900200128555297852e-02,-1.295929998159408569e-01,-1.762029975652694702e-01,-5.009809732437133789e-01,9.999999974752427079e-07,-8.654580116271972656e-01
2.909269928932189941e-01,3.721199929714202881e-01,1.669700071215629578e-02,4.879750013351440430e-01,8.728569746017456055e-01,-1.979999942705035210e-04
1.078120023012161255e-01,-1.804630011320114136e-01,-1.225259974598884583e-01,9.928410053253173828e-01,-1.194410026073455811e-01,-1.389999961247667670e-04
-7.476799935102462769e-02,-2.499659955501556396e-01,2.748499996960163116e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
-1.750199943780899048e-01,-7.412710189819335938e-01,3.013260066509246826e-01,2.924380004405975342e-01,-9.562839865684509277e-01,-1.096999971196055412e-03
-8.224290013313293457e-01,-7.444799691438674927e-02,-1.645000092685222626e-02,-1.268700063228607178e-01,0.000000000000000000e+00,9.919189810752868652e-01
-2.762399986386299133e-02,-6.825079917907714844e-01,9.862000122666358948e-03,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
-9.374000132083892822e-03,-4.711509943008422852e-01,1.527290046215057373e-01,-9.950540065765380859e-01,-1.299999985349131748e-05,9.933499991893768311e-02
-4.468600079417228699e-02,8.783770203590393066e-01,-3.836400061845779419e-02,-9.351379871368408203e-01,3.542830049991607666e-01,-1.899999915622174740e-05
9.661699831485748291e-02,7.111080288887023926e-01,-2.958700060844421387e-02,1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
1.641889959573745728e-01,-7.339619994163513184e-01,2.937999963760375977e-01,-2.801060080528259277e-01,-9.599689841270446777e-01,-0.000000000000000000e+00
6.736999750137329102e-02,-3.379009962081909180e-01,4.237199947237968445e-02,0.000000000000000000e+00,4.533559978008270264e-01,8.913300037384033203e-01
-6.628700345754623413e-02,1.686169952154159546e-01,-4.303599894046783447e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.661699831485748291e-02,-8.557099848985671997e-02,-2.674300037324428558e-02,1.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
-4.702830016613006592e-01,2.675549983978271484e-01,-6.763999816030263901e-03,-4.721570014953613281e-01,8.815140128135681152e-01,-4.339999868534505367e-04
-7.508700340986251831e-02,5.729100108146667480e-01,3.677000058814883232e-03,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.519609987735748291e-01,1.450760066509246826e-01,2.376800030469894409e-02,2.525799907743930817e-02,-9.999999974752427079e-07,9.996809959411621094e-01
3.421410024166107178e-01,1.742690056562423706e-01,1.406200043857097626e-02,7.600899785757064819e-02,0.000000000000000000e+00,9.971070289611816406e-01
1.188260018825531006e-01,2.958030104637145996e-01,-7.845000363886356354e-03,-2.521600015461444855e-02,9.999999974752427079e-07,-9.996820092201232910e-01
8.999999612569808960e-03,-5.685939788818359375e-01,2.315800040960311890e-01,9.898899793624877930e-01,-2.499999936844687909e-05,1.418350040912628174e-01
-8.784700185060501099e-02,2.669000029563903809e-01,2.748299948871135712e-02,-1.429999974789097905e-04,-0.000000000000000000e+00,1.000000000000000000e+00
4.454400017857551575e-02,6.438700109720230103e-02,-1.885149925947189331e-01,1.731510013341903687e-01,0.000000000000000000e+00,-9.848949909210205078e-01
-5.773900076746940613e-02,1.918240040540695190e-01,-1.599780023097991943e-01,-7.724580168724060059e-01,9.999999974752427079e-07,-6.350659728050231934e-01
1.206969991326332092e-01,-5.666919946670532227e-01,2.455800026655197144e-02,2.526200003921985626e-02,-0.000000000000000000e+00,9.996809959411621094e-01
-5.797529816627502441e-01,1.995140016078948975e-01,7.410999853163957596e-03,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
-6.426600366830825806e-02,-5.580530166625976562e-01,-1.168169975280761719e-01,0.000000000000000000e+00,-2.667320072650909424e-01,-9.637709856033325195e-01
6.673259735107421875e-01,7.837300002574920654e-02,-3.354699909687042236e-02,-6.737700104713439941e-02,-0.000000000000000000e+00,-9.977279901504516602e-01
1.021939963102340698e-01,7.784749865531921387e-01,-1.413969993591308594e-01,9.494310021400451660e-01,1.239999983226880431e-04,-3.139759898185729980e-01
-7.508700340986251831e-02,7.289630174636840820e-01,-9.809400141239166260e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.688800036907196045e-02,-4.323849976062774658e-01,-1.458390057086944580e-01,-0.000000000000000000e+00,-1.917379945516586304e-01,-9.814460277557373047e-01
4.744800031185150146e-01,2.005690038204193115e-01,3.973000217229127884e-03,7.600899785757064819e-02,-0.000000000000000000e+00,9.971070289611816406e-01
-8.049000054597854614e-02,4.299049973487854004e-01,-8.452299982309341431e-02,-9.987829923629760742e-01,0.000000000000000000e+00,4.931100085377693176e-02
-1.416099965572357178e-01,-6.825079917907714844e-01,8.541000075638294220e-03,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
1.108179986476898193e-01,2.138559967279434204e-01,-8.449900150299072266e-02,9.987930059432983398e-01,0.000000000000000000e+00,4.910700023174285889e-02
-8.148200064897537231e-02,-4.918900132179260254e-02,-1.046100035309791565e-01,-9.987829923629760742e-01,0.000000000000000000e+00,4.931100085377693176e-02
-7.893300056457519531e-02,-3.666779994964599609e-01,-7.499899715185165405e-02,-9.131770133972167969e-01,0.000000000000000000e+00,4.075630009174346924e-01
-2.031599916517734528e-02,-5.104349851608276367e-01,4.309700056910514832e-02,-9.950810074806213379e-01,9.999999747378751636e-06,9.906899929046630859e-02
-6.795199960470199585e-02,-7.085180282592773438e-01,3.008559942245483398e-01,2.925199866294860840e-01,-9.562600255012512207e-01,0.000000000000000000e+00
2.620880007743835449e-01,-6.795359849929809570e-01,3.005250096321105957e-01,9.881299734115600586e-02,0.000000000000000000e+00,-9.951059818267822266e-01
1.460199989378452301e-02,-2.302300035953521729e-01,-1.735900044441223145e-01,0.000000000000000000e+00,-9.012699872255325317e-02,-9.959300160408020020e-01
8.878000080585479736e-02,-5.464559793472290039e-01,3.075740039348602295e-01,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.542299963533878326e-02,-7.066140174865722656e-01,1.169470027089118958e-01,9.898899793624877930e-01,0.000000000000000000e+00,1.418399959802627563e-01
7.107900083065032959e-02,4.833750128746032715e-01,2.581099979579448700e-02,2.525199949741363525e-02,0.000000000000000000e+00,9.996809959411621094e-01
5.426700115203857422e-01,9.998399764299392700e-02,-2.550099976360797882e-02,-6.136500090360641479e-02,0.000000000000000000e+00,-9.981150031089782715e-01
-2.234819978475570679e-01,-6.414459943771362305e-01,2.998229861259460449e-01,-5.465899705886840820e-01,8.374000191688537598e-01,0.000000000000000000e+00
1.014050021767616272e-01,-3.092750012874603271e-01,-5.739099904894828796e-02,9.131770133972167969e-01,0.000000000000000000e+00,4.075630009174346924e-01
-8.000999689102172852e-02,-6.588259935379028320e-01,-8.651299774646759033e-02,0.000000000000000000e+00,-3.159489929676055908e-01,-9.487760066986083984e-01
-6.372999865561723709e-03,3.270280063152313232e-01,-1.656399965286254883e-01,-0.000000000000000000e+00,-5.231700092554092407e-02,-9.986310005187988281e-01
-1.734700053930282593e-02,-3.380840122699737549e-01,-1.616130024194717407e-01,-0.000000000000000000e+00,-1.411139965057373047e-01,-9.899929761886596680e-01
-2.349209934473037720e-01,6.800299882888793945e-02,1.082700025290250778e-02,-9.999999974752427079e-07,-2.407110035419464111e-01,9.705970287322998047e-01
8.608829975128173828e-01,1.656400039792060852e-02,-4.197800159454345703e-02,1.517840027809143066e-01,-0.000000000000000000e+00,9.884139895439147949e-01
-6.464329957962036133e-01,5.859800055623054504e-02,2.122000092640519142e-03,-1.016110032796859741e-01,0.000000000000000000e+00,9.948239922523498535e-01
-2.246800065040588379e-02,-1.382199954241514206e-02,-1.857749968767166138e-01,-5.008909702301025391e-01,-0.000000000000000000e+00,-8.655099868774414062e-01
2.152719944715499878e-01,-6.218379735946655273e-01,-9.588000364601612091e-03,5.529869794845581055e-01,8.331900238990783691e-01,2.680000034160912037e-04
2.533899992704391479e-02,5.903980135917663574e-01,-1.627209931612014771e-01,0.000000000000000000e+00,7.383999973535537720e-02,-9.972699880599975586e-01
-2.823499962687492371e-02,9.217950105667114258e-01,-1.361539959907531738e-01,-9.351239800453186035e-01,3.543210029602050781e-01,-4.400000034365803003e-05
-1.094099972397089005e-02,1.065210029482841492e-01,2.037999965250492096e-02,0.000000000000000000e+00,-2.407200038433074951e-01,9.705939888954162598e-01
-2.394700050354003906e-02,6.581230163574218750e-01,2.749199979007244110e-02,-1.349999947706237435e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.229900028556585312e-02,7.193019986152648926e-01,-1.483999937772750854e-01,0.000000000000000000e+00,1.366280019283294678e-01,-9.906219840049743652e-01
1.045989990234375000e-01,4.304470121860504150e-01,-1.341850012540817261e-01,9.486730098724365234e-01,0.000000000000000000e+00,-3.162580132484436035e-01
-6.628700345754623413e-02,3.545599877834320068e-01,-1.965999975800514221e-02,-1.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00
-9.237570166587829590e-01,-9.818299859762191772e-02,-3.196800127625465393e-02,5.525700002908706665e-02,0.000000000000000000e+00,-9.984719753265380859e-01
-3.987799957394599915e-02,-5.247189998626708984e-01,3.070400059223175049e-01,0.000000000000000000e+00,7.372699677944183350e-02,9.972779750823974609e-01
1.086710020899772644e-01,-5.290560126304626465e-01,-1.219699978828430176e-01,9.487169981002807617e-01,-4.999999873689375818e-06,-3.161259889602661133e-01
1.622300036251544952e-02,-1.528470069169998169e-01,2.438999945297837257e-03,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-4.509099945425987244e-02,-4.740949869155883789e-01,-4.554000124335289001e-02,-9.901999831199645996e-01,-1.396590024232864380e-01,0.000000000000000000e+00
-3.906400129199028015e-02,4.758970141410827637e-01,2.748999930918216705e-02,-1.349999947706237435e-04,0.000000000000000000e+00,1.000000000000000000e+00
6.318999920040369034e-03,-5.211900174617767334e-02,2.438999945297837257e-03,0.000000000000000000e+00,-0.000000000000000000e+00,1.000000000000000000e+00
3.493559956550598145e-01,5.667399987578392029e-02,-1.561000011861324310e-02,-4.329200088977813721e-02,0.000000000000000000e+00,-9.990620017051696777e-01
1.481070071458816528e-01,4.659700021147727966e-02,5.518000107258558273e-03,0.000000000000000000e+00,-2.407429963350296021e-01,9.705889821052551270e-01
-4.338229894638061523e-01,5.737100169062614441e-02,1.743599958717823029e-02,-5.093200132250785828e-02,6.000000212225131691e-06,9.987019896507263184e-01
2.546339929103851318e-01,1.418299973011016846e-01,-1.186500024050474167e-02,-3.727599978446960449e-02,0.000000000000000000e+00,-9.993050098419189453e-01
6.961910128593444824e-01,-1.314800046384334564e-02,-3.561500087380409241e-02,-7.339800149202346802e-02,-0.000000000000000000e+00,-9.973030090332031250e-01
2.043720036745071411e-01,3.273189961910247803e-01,2.145300060510635376e-02,5.064399912953376770e-02,0.000000000000000000e+00,9.987170100212097168e-01
2.411999925971031189e-02,7.557309865951538086e-01,2.740399911999702454e-02,-0.000000000000000000e+00,5.743899941444396973e-02,9.983490109443664551e-01
8.859099745750427246e-01,-9.160099923610687256e-02,-5.080100148916244507e-02,-8.541700243949890137e-02,0.000000000000000000e+00,-9.963449835777282715e-01
-7.076899707317352295e-02,5.053219795227050781e-01,-1.441279947757720947e-01,-7.724620103836059570e-01,0.000000000000000000e+00,-6.350600123405456543e-01
3.627200052142143250e-02,-4.342289865016937256e-01,4.125000163912773132e-02,9.898989796638488770e-01,-9.999999974752427079e-07,1.417780071496963501e-01
-2.652620077133178711e-01,2.466289997100830078e-01,-8.961999788880348206e-03,1.362000033259391785e-02,0.000000000000000000e+00,-9.999070167541503906e-01
1.000590026378631592e-01,6.132649779319763184e-01,-5.287000164389610291e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.724039852619171143e-01,3.735390007495880127e-01,1.178300008177757263e-02,-4.721420109272003174e-01,8.815230131149291992e-01,0.000000000000000000e+00
-4.116000141948461533e-03,-6.807109713554382324e-01,2.054149955511093140e-01,-9.950559735298156738e-01,3.000000106112565845e-06,9.931299835443496704e-02
6.857000291347503662e-02,8.750039935111999512e-01,-6.609500199556350708e-02,9.719319939613342285e-01,2.352599948644638062e-01,1.999999994950485416e-06
-1.183800026774406433e-01,1.232599988579750061e-01,2.453099936246871948e-02,-3.999999989900970832e-06,-2.407090067863464355e-01,9.705970287322998047e-01
3.301619887351989746e-01,2.658729851245880127e-01,1.497500017285346985e-02,7.600899785757064819e-02,0.000000000000000000e+00,9.971070289611816406e-01
4.914360046386718750e-01,2.057499997317790985e-02,-2.259499952197074890e-02,-5.533999949693679810e-02,-0.000000000000000000e+00,-9.984679818153381348e-01
1.499999966472387314e-02,-2.665849924087524414e-01,1.444800011813640594e-02,-0.000000000000000000e+00,2.461279928684234619e-01,9.692370295524597168e-01
1.797500066459178925e-02,-5.166509747505187988e-01,-1.274079978466033936e-01,6.000000212225131691e-06,-2.418980002403259277e-01,-9.703019857406616211e-01
-8.142899721860885620e-02,-1.684609949588775635e-01,-1.035299971699714661e-01,-9.987829923629760742e-01,0.000000000000000000e+00,4.931100085377693176e-02
1.026209965348243713e-01,5.603000055998563766e-03,-6.011899933218955994e-02,9.131690263748168945e-01,6.000000212225131691e-06,4.075810015201568604e-01
5.447600036859512329e-02,-6.349440217018127441e-01,2.623100019991397858e-02,2.525799907743930817e-02,-3.000000106112565845e-06,9.996809959411621094e-01
5.111100152134895325e-02,-1.410959959030151367e-01,-1.785099953413009644e-01,0.000000000000000000e+00,-3.893600031733512878e-02,-9.992420077323913574e-01
-6.628700345754623413e-02,7.463999837636947632e-02,-4.237300157546997070e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.627319812774658203e-01,1.005270034074783325e-01,8.713999763131141663e-03,-7.629700005054473877e-02,0.000000000000000000e+00,9.970849752426147461e-01
3.002100065350532532e-02,-6.825079917907714844e-01,-5.678400024771690369e-02,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00
-3.836469948291778564e-01,1.238519996404647827e-01,-1.110100001096725464e-02,2.288600057363510132e-02,0.000000000000000000e+00,-9.997379779815673828e-01
1.005650013685226440e-01,3.754639923572540283e-01,-5.551699921488761902e-02,9.131690263748168945e-01,6.000000212225131691e-06,4.075810015201568604e-01
-4.172190129756927490e-01,2.024230062961578369e-01,1.828300021588802338e-02,-5.093099921941757202e-02,0.000000000000000000e+00,9.987019896507263184e-01
7.136400043964385986e-02,1.196549981832504272e-01,2.580399997532367706e-02,2.525799907743930817e-02,0.000000000000000000e+00,9.996809959411621094e-01
-7.689300179481506348e-01,-1.130400039255619049e-02,-2.412799932062625885e-02,4.600900039076805115e-02,0.000000000000000000e+00,-9.989410042762756348e-01
1.190359964966773987e-01,-6.627150177955627441e-01,3.075740039348602295e-01,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.004599966108798981e-02,1.260019987821578979e-01,-1.892479956150054932e-01,-1.731510013341903687e-01,0.000000000000000000e+00,-9.848949909210205078e-01
2.618700079619884491e-02,9.294729828834533691e-01,-1.884100027382373810e-02,0.000000000000000000e+00,5.508750081062316895e-01,8.345879912376403809e-01
-2.124799974262714386e-02,8.274139761924743652e-01,2.159900031983852386e-02,0.000000000000000000e+00,9.635400027036666870e-02,9.953470230102539062e-01
-1.414729952812194824e-01,3.676399886608123779e-01,2.747499942779541016e-02,-1.440000050934031606e-04,0.000000000000000000e+00,1.000000000000000000e+00
1.118780001997947693e-01,-1.004899963736534119e-01,-1.060430034995079041e-01,9.987930059432983398e-01,0.000000000000000000e+00,4.910700023174285889e-02
2.969000022858381271e-03,-8.030650019645690918e-01,2.736490070819854736e-01,9.898899793624877930e-01,0.000000000000000000e+00,1.418409943580627441e-01
-2.480999939143657684e-02,-6.104410290718078613e-01,3.075740039348602295e-01,-0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.792690008878707886e-01,-6.125869750976562500e-01,2.522400021553039551e-02,-5.465940237045288086e-01,8.373979926109313965e-01,9.000000136438757181e-05
1.182010024785995483e-01,-2.635099925100803375e-02,2.462100051343441010e-02,2.524800039827823639e-02,1.999999994950485416e-06,9.996809959411621094e-01
9.941899776458740234e-02,-5.707929730415344238e-01,-5.294099822640419006e-02,9.131770133972167969e-01,-0.000000000000000000e+00,4.075630009174346924e-01
1.204100027680397034e-01,2.189009934663772583e-01,2.456500008702278137e-02,2.525799907743930817e-02,-9.999999974752427079e-07,9.996809959411621094e-01
-7.223899960517883301e-01,6.608500331640243530e-02,-2.204800024628639221e-02,4.138699918985366821e-02,0.000000000000000000e+00,-9.991430044174194336e-01
1.019520014524459839e-01,4.562250077724456787e-01,-5.862599983811378479e-02,9.131119847297668457e-01,-0.000000000000000000e+00,4.077090024948120117e-01
-6.628700345754623413e-02,6.404989957809448242e-01,-3.760699927806854248e-02,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.941099882125854492e-02,3.834370076656341553e-01,-1.679839938879013062e-01,0.000000000000000000e+00,-3.130000084638595581e-02,-9.995099902153015137e-01
-5.349100008606910706e-02,6.768100261688232422e-01,-1.651459932327270508e-01,-7.725179791450500488e-01,6.000000212225131691e-06,-6.349930167198181152e-01
-2.998040020465850830e-01,1.125129982829093933e-01,-9.479999542236328125e-03,1.824999973177909851e-02,0.000000000000000000e+00,-9.998329877853393555e-01
-1.292019933462142944e-01,2.077730000019073486e-01,-7.559000048786401749e-03,4.360000137239694595e-03,0.000000000000000000e+00,-9.999909996986389160e-01
-6.676799803972244263e-02,3.749000132083892822e-01,-1.489959955215454102e-01,-7.724620103836059570e-01,0.000000000000000000e+00,-6.350600123405456543e-01
9.661699831485748291e-02,-3.782120048999786377e-01,-1.987200044095516205e-02,1.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00
8.435499668121337891e-02,4.060460031032562256e-01,2.547599934041500092e-02,2.525199949741363525e-02,0.000000000000000000e+00,9.996809959411621094e-01
6.649029850959777832e-01,1.630419939756393433e-01,-2.653899975121021271e-02,4.879660010337829590e-01,8.728629946708679199e-01,-8.700000034878030419e-05
4.380900040268898010e-02,2.693960070610046387e-01,-1.832329928874969482e-01,-6.500000017695128918e-05,3.873640000820159912e-01,-9.219269752502441406e-01
-6.091000139713287354e-02,-3.270600140094757080e-01,2.748700045049190521e-02,-1.469999988330528140e-04,1.999999994950485416e-06,1.000000000000000000e+00
